Booking ID,Booking Date,Trip Start Date,Trip End Date,Lead Time,Aircraft_hash,Trip Type,Origin,Aircraft Type,Manufacturer,Size,Customer_hash,Price,Salesperson_hash,Flight Time,Flight Distance,Passengers,Itinerary,Starting ICAO,Ending ICAO,Customer Segment,Trip Class,Trip Category,Status
JAELZ,10/15/2021,10/16/2021,10/18/2021,0.0,b9c786ca6d6f0be26279f86d73a7c9e43bba5943e6446a9e21a4889f9826636b,Charter | 135,DISPATCH,Gulfstream IV/SP,Gulfstream,Large,e817503fb04ef6560f770e8cb2ae858bbc98e5d24989c5a7b671423edae96fe8,65085.0,5555709a6873784db93217773f48c724d7c1ce26bbed6b2b22519eef43996c84,0.0,3752.0,2.0,,,,,,,Cancelled
YAIFX,10/5/2021,12/3/2021,12/4/2021,59.0,dab209f38de6b14b239023e95bb6875f5a5c3ea12b192371a88e01cb30c61d5e,Charter | 135,DISPATCH,Embraer 135BJ,Embraer,Large,74a34d93af4d60a5f41828df62e8bbd3dbaef776ff4d545cae5d6f696df44457,22591.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,0.0,558.0,13.0,,,,,,,Cancelled
EXUJY,11/16/2021,7/31/2020,8/1/2020,-473.0,ce8be4b856ae5777237a0d5a1e8cd826bade69ab220c033c07f955ebfe56b013,Charter | 135,EMAIL,Gulfstream 550,Gulfstream,Large,0961ff02bf89317678511e1a870472b965bff5f4b6d4e8c283f61ddf8962a60d,156964.0,c03801bc0a38070906b65650da7801e3e80e757f2480051f5ee164901e7c165f,0.0,5551.0,7.0,,,,,,,Cancelled
AQFOW,11/16/2021,9/13/2020,9/14/2020,-428.0,ce8be4b856ae5777237a0d5a1e8cd826bade69ab220c033c07f955ebfe56b013,Charter | 135,EMAIL,Gulfstream 550,Gulfstream,Large,16069f642ead4086fc76c0951d7cf1ae49bd45ff3884ea8a0a2f5cdef9d7a3b2,50274.0,c03801bc0a38070906b65650da7801e3e80e757f2480051f5ee164901e7c165f,0.0,2282.0,2.0,,,,,,,Cancelled
UKATK,12/2/2021,12/11/2021,12/11/2021,8.0,33d0ee4040a005621a9738c45da5872ab367e759dc726c6a9a3955ccc147b270,Subcharter | 135,EMAIL,Citation XLS,Cessna,Mid-Size,2a0d5184f344bdb8039fe4fc3dbbe4b53b0f6d646c806ecfa3a1098fdbc78186,16200.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,0.0,468.0,3.0,,,,,,,Cancelled
LOPEN,10/5/2021,11/5/2021,11/7/2021,31.0,dab209f38de6b14b239023e95bb6875f5a5c3ea12b192371a88e01cb30c61d5e,Charter | 135,DISPATCH,Embraer 135BJ,Embraer,Large,74a34d93af4d60a5f41828df62e8bbd3dbaef776ff4d545cae5d6f696df44457,44120.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,0.0,1626.0,13.0,,,,,,,Cancelled
ANBIZ,10/5/2021,10/20/2021,10/24/2021,15.0,1aad45dd5a02cdfb14676752f64f123f5812f3249b6d48c2a93c39509fadedf0,Charter | 135,EMAIL,Gulfstream G450,Gulfstream,Large,9840f7d3b66f26d1e99f6b55021ea3569ad041f25365caac0db003f4a0ec66df,78705.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,0.0,4258.0,8.0,,,,,,,Cancelled
ANYOO,10/28/2021,11/29/2021,12/6/2021,32.0,617a5af44e5f7e39b676cdefe520c06a7893859b7de3203ae8d6ccf0d3e3c135,Charter | 135,DISPATCH,Gulfstream IV,Gulfstream,Large,74a34d93af4d60a5f41828df62e8bbd3dbaef776ff4d545cae5d6f696df44457,36396.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,0.0,3105.0,13.0,,,,,,,Cancelled
MOEHU,10/29/2021,10/31/2021,11/1/2021,2.0,64ec2bee2b64ea2d0e24c6a72d72b4358d6b4338c07ef75d7e081c679392f358,Charter | 135,EMAIL,Gulfstream 550,Gulfstream,Large,1aee86aef9df121e11252765318bea4c4c38f100c0971b655300c0a12f4b466e,140965.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,0.0,4604.0,14.0,,,,,,,Cancelled
IWGEC,9/28/2021,10/7/2021,10/18/2021,9.0,64ec2bee2b64ea2d0e24c6a72d72b4358d6b4338c07ef75d7e081c679392f358,Charter | 135,EMAIL,Gulfstream 550,Gulfstream,Large,f86940d0e5379b8ecb883e1c7bf62016e17f88573dbb542d1de2d312e1f4f3fe,282827.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,0.0,11050.0,6.0,,,,,,,Cancelled
FEEST,11/1/2021,12/15/2021,12/15/2021,44.0,754390e6cfa50107fd87c3ea9dd3404cfc9ddc369cf1ae8da8d0941cafc126d2,Charter | 135,DISPATCH,Falcon 2000,Dassault,Super Mid-Size,8a06e5e5a00aa82bd1d346e5ddf41a0eee78097d54d4f5d42799642c86f84f78,21554.0,73203cc3292a916e603f3321f421d7f01e665699b91e0babd3f77bf3306f3ee9,0.0,1182.0,10.0,,,,,,,Cancelled
INBEQ,11/5/2021,11/13/2021,11/14/2021,8.0,c735bb2bc462a921e953fdd42f6435a7557492d27c17ff48bf6826b7cd4cf34c,Charter | 135,DISPATCH,Gulfstream IV,Gulfstream,Large,cf5dcae9cf7831f1f3e69efcf7621df7716ed416201cc0ca087c10b30c74f96d,18618.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,0.0,556.0,2.0,,,,,,,Cancelled
ESFAR,11/30/2021,12/30/2021,12/30/2021,29.0,530da37ef03844782fd6f846f44a152a7d7807f18c7cd1f6e57379d3d2b98bbc,Charter | 135,EMAIL,Falcon 2000EX,Dassault,Super Mid-Size,1a93de506127194cd8b7e5ea15596407c2930b4f457e33cae7f0fa59d5bab765,23151.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,0.0,398.0,8.0,,,,,,,Cancelled
HOPUZ,3/4/2022,3/6/2022,3/8/2022,2.0,2e8a53d17d9078066adaa5ebc4e15d1461ab508bc36e98c694fc5e4a2a5e592c,Charter | 135,EMAIL,Challenger 300,Bombardier,Super Mid-Size,a91ffe621801f54c5a63999e05bd842307c5888c52b27ff8edc6f13a016f5b7b,35295.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,0.0,1272.0,4.0,,,,Key Account,Roundtrip,Domestic,Cancelled
XUISF1,1/12/2022,1/12/2022,1/13/2022,0.0,530da37ef03844782fd6f846f44a152a7d7807f18c7cd1f6e57379d3d2b98bbc,Charter | 135,DISPATCH,Falcon 2000EX,Dassault,Super Mid-Size,8a06e5e5a00aa82bd1d346e5ddf41a0eee78097d54d4f5d42799642c86f84f78,22367.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,0.0,3944.0,4.0,,,,Key Account,Roundtrip,Domestic,Cancelled
UVMIY,12/21/2021,1/1/2022,1/2/2022,11.0,d07d27ea0c0b88f99e0d51a6d0e7640cee3901a91bafcceda712f045b4fe65da,Charter | 135,EMAIL,Falcon 2000,Dassault,Super Mid-Size,29a4c63807bcf3d4bc162c599b1dc4367287bc8b830a3ee394cf1da4229a2dc8,30239.07,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,0.0,1657.0,2.0,,,,,One way trip,Domestic,Cancelled
AYEPS,2/1/2022,2/22/2022,2/22/2022,20.0,dc21d8a3401f08dc4224faf452deb844d66d43b8216a86c29c4163630820bddd,Charter | 135,EMAIL,Gulfstream G550,Gulfstream,Large,d07ba7ab202403a00175756d86bd1bbd076bf0ff2b7035778912476789bd8f36,55642.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,0.0,2035.0,0.0,,,,,One way trip,Domestic,Cancelled
ZUTEZ,2/3/2022,2/9/2022,2/9/2022,6.0,3989e4d1be229e2e1f5776af269de686572dd7af257eaad1b7d436bd8c49187e,Charter | 135,EMAIL,Gulfstream 280,Gulfstream,Super Mid-Size,dfdc1116b01348644f923e6f0ace2049f7282bc093feca4fc0987580328d1ddd,27753.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,0.0,90.0,9.0,,,,Wholesale,Roundtrip,Domestic,Cancelled
FEJAC,2/9/2022,12/20/2021,12/20/2021,-50.0,34af7b9a238ef19ae9db8ef43d9bcdb3165cd47adca498a4a7a9858bbdd9851a,Subcharter | 135,EMAIL,Gulfstream 450,Gulfstream,Large,6bda5836bfd5b901607390c094300b8fd1b2e9ba0338a23149f86640615a9f31,72379.0,252a0633c358710a773413cc02e57a7163c6869426356f9789d1eae2bc4c4a10,3.616666667,2268.0,10.0,,,,,,,Booked
ITTEG,12/30/2021,10/13/2021,10/13/2021,-77.0,ce8be4b856ae5777237a0d5a1e8cd826bade69ab220c033c07f955ebfe56b013,Charter | 135,EMAIL,Gulfstream 550,Gulfstream,Large,1aee86aef9df121e11252765318bea4c4c38f100c0971b655300c0a12f4b466e,51086.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,0.0,2045.0,2.0,,,,,,,Cancelled
UXUYR,2/13/2022,2/14/2022,2/15/2022,1.0,617a5af44e5f7e39b676cdefe520c06a7893859b7de3203ae8d6ccf0d3e3c135,Charter | 135,DISPATCH,Gulfstream IV,Gulfstream,Large,74fc52c1f50a3fa2922a34fa28804588a193dc422fc88455f07f90ba3abac6ef,39676.0,47cb1d67cdc07ff8e03deddfa90be6739ac863880f747cf11149f40c93b6babc,0.0,2129.0,0.0,,,,,One way trip,Domestic,Cancelled
JABUF,12/12/2021,12/25/2021,12/26/2021,13.0,3ef7e83f6557bd8dc627c80530d315fa30d41449c01c1de6d8c0f9a37816ad79,Charter | 135,AVINODE,Gulfstream IV,Gulfstream,Large,14f6a7637ae51178bbb0757855139af322c97df97722cd9ac465b7b7f7c1020d,43309.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,0.0,1995.0,9.0,,,,,,,Cancelled
PAWIF1,12/17/2021,12/26/2021,12/26/2021,9.0,4d29ebec7365f67a6ae1edb07b4a2e4bebe559dc5e0e20f8add70bbfbda6f4f5,Charter | 135,EMAIL,Challenger 300,Bombardier,Super Mid-Size,9b9752f09a4274baa5378b1ad26945242ed304b61f55f003f8138840400ad6c1,21340.0,8f7827d07970ecd0b3e0d770c4d38fbc8f407b18c22b2d049fdbec5eb0b833bf,0.0,1512.0,8.0,,,,,,,Cancelled
VUIYI1,2/14/2022,3/10/2022,3/14/2022,24.0,3989e4d1be229e2e1f5776af269de686572dd7af257eaad1b7d436bd8c49187e,Charter | 135,EMAIL,Gulfstream 280,Gulfstream,Super Mid-Size,c81460861833d6103789f52335454cec4d0aa6cac7aa57f26f692f63088c0f8a,69915.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,0.0,2166.0,8.0,,,,Key Account,Roundtrip,Domestic,Cancelled
ZOXUN,2/16/2022,3/6/2022,3/6/2022,18.0,28f2af552451998ca6e15f95fdb4a1bb84db74092d5b9bd5a6e1affb0dc43809,Charter | 135,DISPATCH,Falcon 2000EX,Dassault,Super Mid-Size,4b58a25c2398025eabff43eae4c8914435d3f9c8b19586414435f3883858118a,26036.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,0.0,1182.0,2.0,,,,Key Account,Roundtrip,Domestic,Cancelled
LUIYS,2/16/2022,3/7/2022,3/8/2022,18.0,2e8a53d17d9078066adaa5ebc4e15d1461ab508bc36e98c694fc5e4a2a5e592c,Charter | 135,EMAIL,Challenger 300,Bombardier,Super Mid-Size,dafc1ebc498e8ca19b663aead6a057081b38164460391edf3e582513e0c1a74e,22629.0,73203cc3292a916e603f3321f421d7f01e665699b91e0babd3f77bf3306f3ee9,0.0,398.0,9.0,,,,Wholesale,Roundtrip,Domestic,Cancelled
EXNIQ,2/17/2022,4/5/2022,4/10/2022,46.0,e40ad388abf26b9ffb4fda673d5565d3d6b228ba30d19cc126b4fc38050f15ba,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,7d7bccf8c5efbf7a77e619bdbbb2e9f659e3f55d6ed4102fb3ffc8b7de324461,78651.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,0.0,4052.0,8.0,,,,New Retail,Roundtrip,Domestic,Cancelled
ERUDP,12/27/2021,12/27/2021,12/31/2021,0.0,3ef7e83f6557bd8dc627c80530d315fa30d41449c01c1de6d8c0f9a37816ad79,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,a7af10ad58e15a023426acd480e4a0dc5239e756488581d8d5d1dd64d8561e01,70204.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,0.0,2621.0,5.0,,,,,,,Cancelled
EDUXW,1/10/2022,1/12/2022,1/13/2022,2.0,d07d27ea0c0b88f99e0d51a6d0e7640cee3901a91bafcceda712f045b4fe65da,Charter | 135,DISPATCH,Falcon 2000,Dassault,Super Mid-Size,8a06e5e5a00aa82bd1d346e5ddf41a0eee78097d54d4f5d42799642c86f84f78,24457.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,0.0,1182.0,1.0,,,,Key Account,Roundtrip,Domestic,Cancelled
ECPAV,3/2/2022,3/8/2022,3/9/2022,5.0,a4a2be28d2ec87be1e6864761e4d42088fce884c27d9d6cfda6e0fcf37476de4,Charter | 135,DISPATCH,Falcon 900,Dassault,Large,4b58a25c2398025eabff43eae4c8914435d3f9c8b19586414435f3883858118a,56738.0,73203cc3292a916e603f3321f421d7f01e665699b91e0babd3f77bf3306f3ee9,0.0,3300.0,12.0,,,,Key Account,Roundtrip,Domestic,Cancelled
KIULV,3/2/2022,3/21/2022,3/23/2022,18.0,aa68ce69673ec50f220a66d84fcf0140308a2e3cc56d463ac6a979ab89b49889,Charter | 135,AVINODE,Global Express,Bombardier,Large,360c3ac8ea4453d76496ae1a88bd83930bee0caca383cd4d784e6844c5b30e93,101596.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,0.0,2271.0,14.0,,,,Wholesale,Roundtrip,Domestic,Cancelled
DOXAO1,1/12/2022,1/13/2022,1/14/2022,0.0,4f9c50d37666a9dae59042a1a8865b4ef73c1ce796bff45c5a90b838d975156a,Charter | 135,EMAIL,Learjet 70,Bombardier,Light,6f9b34d42db4b01ff85b87ad8678bc4a7dab33a62e4a6f1f4a799a30ac19a833,38571.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,0.0,2543.0,4.0,,,,Wholesale,One way trip,Domestic,Cancelled
LAXIO,12/15/2021,1/5/2022,1/6/2022,20.0,dab209f38de6b14b239023e95bb6875f5a5c3ea12b192371a88e01cb30c61d5e,Charter | 135,EMAIL,Embraer 135BJ,Embraer,Large,ca93f10c9abadecec6b06779e350d5a83c7c76fa137899afca12199be46a53f3,56140.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,0.0,1875.0,13.0,,,,Key Account,Roundtrip,Domestic,Cancelled
UTOJI1,1/12/2022,1/18/2022,1/18/2022,5.0,dc21d8a3401f08dc4224faf452deb844d66d43b8216a86c29c4163630820bddd,Charter | 135,EMAIL,Gulfstream G550,Gulfstream,Large,9e16760f4cc14dfaa5c27af4cfb44d901635ba25ef7f0017c4e20bd44858ed2f,41724.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,0.0,1004.0,8.0,,,,Wholesale,One way trip,Domestic,Cancelled
LOWER,12/14/2021,12/21/2021,12/22/2021,7.0,aa68ce69673ec50f220a66d84fcf0140308a2e3cc56d463ac6a979ab89b49889,Charter | 135,EMAIL,Global Express,Bombardier,Large,1aee86aef9df121e11252765318bea4c4c38f100c0971b655300c0a12f4b466e,115165.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,0.0,2173.0,2.0,,,,,,,Cancelled
AFEGQ2,1/14/2022,1/26/2022,2/1/2022,11.0,617a5af44e5f7e39b676cdefe520c06a7893859b7de3203ae8d6ccf0d3e3c135,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,e3c256dc408479309d0e7724d0a99c9c8f35f6dede0cb5d3a03378a2c4385757,113000.0,77860aa3545c35b2a1caaa53f0802599dca0498bcccebb930ec388652f4ec41e,0.0,8643.0,10.0,,,,New Retail,Roundtrip,International,Cancelled
INAZB3,2/7/2022,2/8/2022,2/11/2022,0.0,e40ad388abf26b9ffb4fda673d5565d3d6b228ba30d19cc126b4fc38050f15ba,Charter | 135,DISPATCH,Gulfstream IV,Gulfstream,Large,4b58a25c2398025eabff43eae4c8914435d3f9c8b19586414435f3883858118a,95039.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,0.0,5350.0,7.0,,,,Key Account,Roundtrip,Domestic,Cancelled
LOYIM,2/15/2022,3/25/2022,3/31/2022,38.0,dab209f38de6b14b239023e95bb6875f5a5c3ea12b192371a88e01cb30c61d5e,Charter | 135,DISPATCH,Embraer 135BJ,Embraer,Large,4b58a25c2398025eabff43eae4c8914435d3f9c8b19586414435f3883858118a,117297.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,0.0,5380.0,13.0,,,,Key Account,Roundtrip,Domestic,Cancelled
OVGIZ,12/15/2021,12/27/2021,12/27/2021,12.0,2d2cdefd93481bd97a4732bff79d8c9e98a6779b8d9a068d3bd406d89c7fbb79,Charter | 135,EMAIL,Global 5000,Bombardier,Large,1aee86aef9df121e11252765318bea4c4c38f100c0971b655300c0a12f4b466e,111278.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,0.0,3012.0,5.0,,,,,,,Cancelled
FIEJQ,12/20/2021,12/20/2021,12/22/2021,0.0,2e8a53d17d9078066adaa5ebc4e15d1461ab508bc36e98c694fc5e4a2a5e592c,Charter | 135,EMAIL,Challenger 300,Bombardier,Super Mid-Size,5c51b3a969f69a5bedba4a0e82479e9225d24e58ce960f77a6dad582365481bb,21671.0,5555709a6873784db93217773f48c724d7c1ce26bbed6b2b22519eef43996c84,0.0,1206.0,3.0,,,,,,,Cancelled
QINEV,12/8/2021,12/27/2021,12/28/2021,19.0,4d29ebec7365f67a6ae1edb07b4a2e4bebe559dc5e0e20f8add70bbfbda6f4f5,Charter | 135,EMAIL,Challenger 300,Bombardier,Super Mid-Size,b3ef03df275bc884c8cfb49b7f2d033493cba58dbd127956d2c1300f2b856ee5,32339.0,47cb1d67cdc07ff8e03deddfa90be6739ac863880f747cf11149f40c93b6babc,0.0,2148.0,8.0,,,,,,,Cancelled
EHXIA,2/24/2022,5/4/2022,5/16/2022,68.0,754390e6cfa50107fd87c3ea9dd3404cfc9ddc369cf1ae8da8d0941cafc126d2,Charter | 135,DISPATCH,Falcon 2000,Dassault,Super Mid-Size,4b58a25c2398025eabff43eae4c8914435d3f9c8b19586414435f3883858118a,122903.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,0.0,4829.0,10.0,,,,Key Account,Roundtrip,International,Cancelled
UKKOP,1/17/2022,9/5/2022,9/5/2022,230.0,82f5e3d5ba341bb271bb046c8046725c690d460903894fb63d3ee5d62852e2e1,Charter | 135,DISPATCH,Cessna Citation Ultra,Cessna,Light,6fa6d6c1c9ed68bdd245e22891121702ec39f8ec0bac46402aeac5d598c5d464,7365.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,0.0,216.0,2.0,,,,Key Account,Roundtrip,Domestic,Cancelled
WONAI1,3/2/2022,3/4/2022,3/16/2022,2.0,aa68ce69673ec50f220a66d84fcf0140308a2e3cc56d463ac6a979ab89b49889,Charter | 135,EMAIL,Global Express,Bombardier,Large,689ee4f8c0fe65bea5d236f96828f98836cf1fc9a3efaba0af464cb22a2816d9,42264.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,0.0,3312.0,4.0,,,,Existing Retail,One way trip,Domestic,Cancelled
ZOBEM,4/14/2022,4/16/2022,4/18/2022,1.0,2e8a53d17d9078066adaa5ebc4e15d1461ab508bc36e98c694fc5e4a2a5e592c,Charter | 135,EMAIL,Challenger 300,Bombardier,Super Mid-Size,7280afbda5d46bb93de9ce4e9d78427a121fa0515a54221b1528851f4e9058c9,67419.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,0.0,4390.0,9.0,,,,Wholesale,Roundtrip,International,Cancelled
EDZER2,4/4/2022,4/19/2022,4/20/2022,14.0,4f9c50d37666a9dae59042a1a8865b4ef73c1ce796bff45c5a90b838d975156a,Charter | 135,EMAIL,Learjet 70,Bombardier,Light,af8132557779346f1e6fbf6d132d6dff31a9a302f09a954a685c7bb3b7472224,35451.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,0.0,3258.0,5.0,,,,Owner,One way trip,Domestic,Cancelled
ODIVY,3/22/2022,4/3/2022,4/5/2022,12.0,3ef7e83f6557bd8dc627c80530d315fa30d41449c01c1de6d8c0f9a37816ad79,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,cf5dcae9cf7831f1f3e69efcf7621df7716ed416201cc0ca087c10b30c74f96d,65840.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,0.0,4398.0,6.0,,,,Key Account,One way trip,Domestic,Cancelled
NAOKH,3/24/2022,3/27/2022,3/30/2022,3.0,aa68ce69673ec50f220a66d84fcf0140308a2e3cc56d463ac6a979ab89b49889,Charter | 135,EMAIL,Global Express,Bombardier,Large,cf5dcae9cf7831f1f3e69efcf7621df7716ed416201cc0ca087c10b30c74f96d,75145.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,0.0,5838.0,13.0,,,,Key Account,Roundtrip,Domestic,Cancelled
EDIHO1,4/27/2022,4/29/2022,5/11/2022,1.0,530da37ef03844782fd6f846f44a152a7d7807f18c7cd1f6e57379d3d2b98bbc,Charter | 135,EMAIL,Falcon 2000EX,Dassault,Super Mid-Size,323e5e95a2876b427e4917fc1dc9c3fc23cdebbf121f849023d8557def1710b1,34771.0,73203cc3292a916e603f3321f421d7f01e665699b91e0babd3f77bf3306f3ee9,0.0,1772.0,7.0,,,,,One way trip,Domestic,Cancelled
ABHUS,3/4/2022,3/11/2022,3/13/2022,6.0,aa68ce69673ec50f220a66d84fcf0140308a2e3cc56d463ac6a979ab89b49889,Charter | 135,EMAIL,Global Express,Bombardier,Large,c81460861833d6103789f52335454cec4d0aa6cac7aa57f26f692f63088c0f8a,67083.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,0.0,1616.0,8.0,,,,Key Account,Roundtrip,International,Cancelled
EWAPK,5/5/2022,5/20/2022,5/25/2022,15.0,2d2cdefd93481bd97a4732bff79d8c9e98a6779b8d9a068d3bd406d89c7fbb79,Charter | 135,DISPATCH,Global 5000,Bombardier,Large,30fd900b92c880870239e86d157585f41bcdfd1d1946ee5d317b17670a565fca,0.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,0.0,5295.0,13.0,,,,,Roundtrip,International,Cancelled
JANOC,5/18/2022,6/11/2022,6/12/2022,23.0,6b054eda767d9c9167b6fdf661fa51dbafc51997ddc291f28fac368564f313ff,Subcharter | 135,EMAIL,Gulfstream G280,Gulfstream,Super Mid-Size,5c51b3a969f69a5bedba4a0e82479e9225d24e58ce960f77a6dad582365481bb,15575.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,0.0,1076.0,7.0,,,,New Retail,,International,Cancelled
EDMEI,3/22/2022,4/8/2022,4/10/2022,17.0,2e8a53d17d9078066adaa5ebc4e15d1461ab508bc36e98c694fc5e4a2a5e592c,Charter | 135,EMAIL,Challenger 300,Bombardier,Super Mid-Size,ba6b3836c2639e1014f7f8b10c658062f0d702745ca8d3aea1a0552d62adb82e,40933.0,252a0633c358710a773413cc02e57a7163c6869426356f9789d1eae2bc4c4a10,0.0,2222.0,2.0,,,,Wholesale,One way trip,Domestic,Cancelled
EWUDH,3/23/2022,4/6/2022,4/8/2022,14.0,7b00269f1f007d418e214da7df61a65c331d972ac37a06567268b3c46ee820e0,Charter | 135,EMAIL,Pilatus PC-24,Pilatus,Light,5f454789db6762619496f9fa88077d8d61dbbb3de6f64b27a5a759734769548d,45416.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,0.0,2787.0,1.0,,,,Wholesale,Roundtrip,Domestic,Cancelled
ODOQY2,3/29/2022,5/7/2022,5/12/2022,38.0,7525745cee5bc8f364e98f1c0778476bd6a617a7e9213c5e7c2401b4e9890083,Charter | 135,EMAIL,Citation X,Cessna,Super Mid-Size,7c4d770eb841841e1b5f646b4a8a62264ea5eb13c8a265beee6e791996ee4d8c,92382.0,77860aa3545c35b2a1caaa53f0802599dca0498bcccebb930ec388652f4ec41e,0.0,5226.0,8.0,,,,,Roundtrip,International,Cancelled
ESCEL,3/17/2022,3/16/2022,3/18/2022,0.0,7b00269f1f007d418e214da7df61a65c331d972ac37a06567268b3c46ee820e0,Charter | 135,EMAIL,Pilatus PC-24,Pilatus,Light,76a4b41da61bf8175eff3cdb6e53f64975d239d962afa7a5cd08fc52071c60a9,40718.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,0.0,4118.0,4.0,,,,,One way trip,International,Cancelled
SUTUG2,4/15/2022,5/4/2022,5/6/2022,19.0,27e2095b01d8d58859c9c2989cba08fca85c9785b74c88d5d11c92be8df48689,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,cf5dcae9cf7831f1f3e69efcf7621df7716ed416201cc0ca087c10b30c74f96d,51113.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,0.0,4342.0,2.0,,,,Key Account,Roundtrip,International,Cancelled
ICEYO,4/8/2022,4/8/2022,4/11/2022,0.0,ab1d1938bb800c533a325857ffdfebc1fe757775745252f585ccc2b90b0e9d36,Charter | 135,DISPATCH,Global 5000GVFD,Bombardier,Large,cf844a9e4530db448e2798e362a810075a642d083def08cdbef658784b24ed86,7360.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,0.0,6461.0,13.0,,,,,Roundtrip,Domestic,Cancelled
FAZON1,4/19/2022,4/28/2022,5/1/2022,9.0,7525745cee5bc8f364e98f1c0778476bd6a617a7e9213c5e7c2401b4e9890083,Charter | 135,DISPATCH,Citation X,Cessna,Super Mid-Size,553748b18676a36a22235dbdcd86b1a11b4759cfe775c4a1493dd17d0314e1c0,99324.0,9e9d53e6f31f5c597690665679369635c14a58d6942d975e349bab0932eefe0b,0.0,5640.0,8.0,,,,,Roundtrip,Domestic,Cancelled
ASASM3,4/28/2022,8/8/2022,8/15/2022,102.0,52760a4c25e952ceda4ca3f889d201bf320881865c54710a0a004ab40fdc0d15,Charter | 135,EMAIL,Global 6000,Bombardier,Large,cf5dcae9cf7831f1f3e69efcf7621df7716ed416201cc0ca087c10b30c74f96d,240031.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,0.0,7722.0,15.0,,,,Key Account,Roundtrip,International,Cancelled
